timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1538058807173,4698,HTTP Request,200,,Spike 2-80,text,true,,2827,139,80,152,http://10.0.10.10:9966/petclinic/api/owners,4698,0,18
1538058807223,4666,HTTP Request,200,,Spike 2-74,text,true,,2827,139,79,151,http://10.0.10.10:9966/petclinic/api/owners,4665,0,1
1538058807082,4906,HTTP Request,200,,Spike 2-88,text,true,,2827,139,78,147,http://10.0.10.10:9966/petclinic/api/owners,4906,0,1
1538058807711,4292,HTTP Request,200,,Spike 2-25,text,true,,2827,139,77,146,http://10.0.10.10:9966/petclinic/api/owners,4227,0,1
1538058808196,3903,HTTP Request,200,,Spike 2-78,text,true,,2827,139,76,144,http://10.0.10.10:9966/petclinic/api/owners,3903,0,3
1538058807681,4454,HTTP Request,200,,Spike 2-28,text,true,,2827,139,75,143,http://10.0.10.10:9966/petclinic/api/owners,4454,0,26
1538058807981,4172,HTTP Request,200,,Spike 2-51,text,true,,2827,139,74,142,http://10.0.10.10:9966/petclinic/api/owners,4170,0,14
1538058807212,5006,HTTP Request,200,,Spike 2-75,text,true,,2827,139,73,141,http://10.0.10.10:9966/petclinic/api/owners,4951,0,1
1538058808434,3792,HTTP Request,200,,Spike 2-93,text,true,,2827,139,72,140,http://10.0.10.10:9966/petclinic/api/owners,3778,0,3
1538058807281,4976,HTTP Request,200,,Spike 2-68,text,true,,2827,139,71,138,http://10.0.10.10:9966/petclinic/api/owners,4935,0,3
1538058807502,4765,HTTP Request,200,,Spike 2-46,text,true,,2827,139,70,137,http://10.0.10.10:9966/petclinic/api/owners,4764,0,3
1538058807260,5041,HTTP Request,200,,Spike 2-70,text,true,,2827,139,69,135,http://10.0.10.10:9966/petclinic/api/owners,5040,0,20
1538058807574,4771,HTTP Request,200,,Spike 2-39,text,true,,2827,139,68,130,http://10.0.10.10:9966/petclinic/api/owners,4770,0,2
1538058807361,5233,HTTP Request,200,,Spike 2-60,text,true,,2827,139,67,128,http://10.0.10.10:9966/petclinic/api/owners,5127,0,49
1538058807374,5221,HTTP Request,200,,Spike 2-59,text,true,,2827,139,66,127,http://10.0.10.10:9966/petclinic/api/owners,5195,0,37
1538058807591,5137,HTTP Request,200,,Spike 2-37,text,true,,2827,139,65,125,http://10.0.10.10:9966/petclinic/api/owners,5137,0,113
1538058807177,5568,HTTP Request,200,,Spike 2-79,text,true,,2827,139,64,124,http://10.0.10.10:9966/petclinic/api/owners,5566,0,14
1538058807341,5409,HTTP Request,200,,Spike 2-62,text,true,,2827,139,63,123,http://10.0.10.10:9966/petclinic/api/owners,5235,0,69
1538058807413,5360,HTTP Request,200,,Spike 2-55,text,true,,2827,139,62,120,http://10.0.10.10:9966/petclinic/api/owners,5358,0,3
1538058807901,4998,HTTP Request,200,,Spike 2-6,text,true,,2827,139,61,118,http://10.0.10.10:9966/petclinic/api/owners,4890,0,2
1538058807323,5594,HTTP Request,200,,Spike 2-64,text,true,,2827,139,60,115,http://10.0.10.10:9966/petclinic/api/owners,5536,0,6
1538058807495,5443,HTTP Request,200,,Spike 2-47,text,true,,2827,139,59,114,http://10.0.10.10:9966/petclinic/api/owners,5443,0,5
1538058807251,5698,HTTP Request,200,,Spike 2-71,text,true,,2827,139,58,113,http://10.0.10.10:9966/petclinic/api/owners,5697,0,29
1538058807774,5292,HTTP Request,200,,Spike 2-19,text,true,,2827,139,57,108,http://10.0.10.10:9966/petclinic/api/owners,5236,0,2
1538058807791,5298,HTTP Request,200,,Spike 2-17,text,true,,2827,139,56,107,http://10.0.10.10:9966/petclinic/api/owners,5298,0,27
1538058807881,5214,HTTP Request,200,,Spike 2-8,text,true,,2827,139,55,106,http://10.0.10.10:9966/petclinic/api/owners,5130,0,6
1538058807401,5702,HTTP Request,200,,Spike 2-56,text,true,,2827,139,54,105,http://10.0.10.10:9966/petclinic/api/owners,5614,0,10
1538058807331,5778,HTTP Request,200,,Spike 2-63,text,true,,2827,139,53,104,http://10.0.10.10:9966/petclinic/api/owners,5778,0,2
1538058808420,4712,HTTP Request,200,,Spike 2-98,text,true,,2827,139,52,102,http://10.0.10.10:9966/petclinic/api/owners,4623,0,4
1538058807892,5251,HTTP Request,200,,Spike 2-7,text,true,,2827,139,51,101,http://10.0.10.10:9966/petclinic/api/owners,5154,0,1
1538058807565,5595,HTTP Request,200,,Spike 2-40,text,true,,2827,139,50,99,http://10.0.10.10:9966/petclinic/api/owners,5594,0,2
1538058807625,5662,HTTP Request,200,,Spike 2-35,text,true,,2827,139,49,97,http://10.0.10.10:9966/petclinic/api/owners,5661,0,80
1538058807871,5443,HTTP Request,200,,Spike 2-9,text,true,,2827,139,48,95,http://10.0.10.10:9966/petclinic/api/owners,5442,0,16
1538058807202,6118,HTTP Request,200,,Spike 2-76,text,true,,2827,139,47,94,http://10.0.10.10:9966/petclinic/api/owners,6118,0,6
1538058807072,6263,HTTP Request,200,,Spike 2-92,text,true,,2827,139,46,92,http://10.0.10.10:9966/petclinic/api/owners,6263,0,1
1538058807550,5866,HTTP Request,200,,Spike 2-43,text,true,,2827,139,45,89,http://10.0.10.10:9966/petclinic/api/owners,5864,0,10
1538058807923,5511,HTTP Request,200,,Spike 2-4,text,true,,2827,139,44,88,http://10.0.10.10:9966/petclinic/api/owners,5511,0,1
1538058807666,5784,HTTP Request,200,,Spike 2-31,text,true,,2827,139,43,87,http://10.0.10.10:9966/petclinic/api/owners,5784,0,40
1538058807241,6247,HTTP Request,200,,Spike 2-72,text,true,,2827,139,42,84,http://10.0.10.10:9966/petclinic/api/owners,6246,0,39
1538058808121,5375,HTTP Request,200,,Spike 2-82,text,true,,2827,139,41,83,http://10.0.10.10:9966/petclinic/api/owners,5306,0,2
1538058807941,5566,HTTP Request,200,,Spike 2-2,text,true,,2827,139,40,82,http://10.0.10.10:9966/petclinic/api/owners,5327,0,53
1538058808928,4638,HTTP Request,200,,Spike 2-100,text,true,,2827,139,39,79,http://10.0.10.10:9966/petclinic/api/owners,4636,0,2
1538058807732,5877,HTTP Request,200,,Spike 2-23,text,true,,2827,139,38,77,http://10.0.10.10:9966/petclinic/api/owners,5876,0,7
1538058807932,5689,HTTP Request,200,,Spike 2-3,text,true,,2827,139,37,75,http://10.0.10.10:9966/petclinic/api/owners,5689,0,62
1538058807761,5869,HTTP Request,200,,Spike 2-20,text,true,,2827,139,36,74,http://10.0.10.10:9966/petclinic/api/owners,5867,0,4
1538058807270,6371,HTTP Request,200,,Spike 2-69,text,true,,2827,139,35,73,http://10.0.10.10:9966/petclinic/api/owners,6371,0,10
1538058807831,5846,HTTP Request,200,,Spike 2-13,text,true,,2827,139,34,71,http://10.0.10.10:9966/petclinic/api/owners,5845,0,3
1538058808435,5283,HTTP Request,200,,Spike 2-94,text,true,,2827,139,33,68,http://10.0.10.10:9966/petclinic/api/owners,5281,0,2
1538058807626,6111,HTTP Request,200,,Spike 2-34,text,true,,2827,139,32,66,http://10.0.10.10:9966/petclinic/api/owners,6109,0,79
1538058807511,6232,HTTP Request,200,,Spike 2-45,text,true,,2827,139,31,65,http://10.0.10.10:9966/petclinic/api/owners,6230,0,2
1538058807300,6492,HTTP Request,200,,Spike 2-66,text,true,,2827,139,30,61,http://10.0.10.10:9966/petclinic/api/owners,6492,0,2
1538058807494,6308,HTTP Request,200,,Spike 2-89,text,true,,2827,139,29,60,http://10.0.10.10:9966/petclinic/api/owners,6306,0,6
1538058807230,6596,HTTP Request,200,,Spike 2-73,text,true,,2827,139,28,59,http://10.0.10.10:9966/petclinic/api/owners,6540,0,4
1538058807911,5937,HTTP Request,200,,Spike 2-5,text,true,,2827,139,27,56,http://10.0.10.10:9966/petclinic/api/owners,5936,0,1
1538058807132,6720,HTTP Request,200,,Spike 2-84,text,true,,2827,139,26,55,http://10.0.10.10:9966/petclinic/api/owners,6720,0,26
1538058807470,6387,HTTP Request,200,,Spike 2-49,text,true,,2827,139,25,54,http://10.0.10.10:9966/petclinic/api/owners,6386,0,4
1538058807079,6787,HTTP Request,200,,Spike 2-96,text,true,,2827,139,24,53,http://10.0.10.10:9966/petclinic/api/owners,6733,0,1
1538058807553,6358,HTTP Request,200,,Spike 2-42,text,true,,2827,139,23,51,http://10.0.10.10:9966/petclinic/api/owners,6358,0,8
1538058807701,6229,HTTP Request,200,,Spike 2-26,text,true,,2827,139,22,50,http://10.0.10.10:9966/petclinic/api/owners,6229,0,6
1538058807842,6104,HTTP Request,200,,Spike 2-12,text,true,,2827,139,21,49,http://10.0.10.10:9966/petclinic/api/owners,6104,0,4
1538058807660,6301,HTTP Request,200,,Spike 2-33,text,true,,2827,139,20,45,http://10.0.10.10:9966/petclinic/api/owners,6301,0,46
1538058807674,6298,HTTP Request,200,,Spike 2-29,text,true,,2827,139,19,43,http://10.0.10.10:9966/petclinic/api/owners,6298,0,33
1538058807390,6594,HTTP Request,200,,Spike 2-57,text,true,,2827,139,18,42,http://10.0.10.10:9966/petclinic/api/owners,6592,0,21
1538058807430,6558,HTTP Request,200,,Spike 2-53,text,true,,2827,139,17,41,http://10.0.10.10:9966/petclinic/api/owners,6558,0,2
1538058808537,5509,HTTP Request,200,,Spike 2-36,text,true,,2827,139,16,40,http://10.0.10.10:9966/petclinic/api/owners,5509,0,3
1538058807461,6685,HTTP Request,200,,Spike 2-50,text,true,,2827,139,15,37,http://10.0.10.10:9966/petclinic/api/owners,6684,0,13
1538058807951,6211,HTTP Request,200,,Spike 2-1,text,true,,2827,139,14,36,http://10.0.10.10:9966/petclinic/api/owners,6209,0,44
1538058807691,6494,HTTP Request,200,,Spike 2-27,text,true,,2827,139,13,34,http://10.0.10.10:9966/petclinic/api/owners,6493,0,16
1538058807557,6645,HTTP Request,200,,Spike 2-41,text,true,,2827,139,12,32,http://10.0.10.10:9966/petclinic/api/owners,6599,0,4
1538058807080,7135,HTTP Request,200,,Spike 2-97,text,true,,2827,139,11,31,http://10.0.10.10:9966/petclinic/api/owners,7135,0,2
1538058808887,5352,HTTP Request,200,,Spike 2-87,text,true,,2827,139,10,30,http://10.0.10.10:9966/petclinic/api/owners,5350,0,2
1538058807421,6976,HTTP Request,200,,Spike 2-54,text,true,,2827,139,9,24,http://10.0.10.10:9966/petclinic/api/owners,6975,0,11
1538058808933,5579,HTTP Request,200,,Spike 2-91,text,true,,2827,139,8,23,http://10.0.10.10:9966/petclinic/api/owners,5579,0,4
1538058807153,7377,HTTP Request,200,,Spike 2-81,text,true,,2827,139,7,21,http://10.0.10.10:9966/petclinic/api/owners,7377,0,38
1538058807727,6965,HTTP Request,200,,Spike 2-24,text,true,,2827,139,6,19,http://10.0.10.10:9966/petclinic/api/owners,6964,0,2
1538058807781,6944,HTTP Request,200,,Spike 2-18,text,true,,2827,139,5,17,http://10.0.10.10:9966/petclinic/api/owners,6936,0,3
1538058807861,6912,HTTP Request,200,,Spike 2-10,text,true,,2827,139,4,16,http://10.0.10.10:9966/petclinic/api/owners,6912,0,3
1538058807821,6993,HTTP Request,200,,Spike 2-14,text,true,,2827,139,3,15,http://10.0.10.10:9966/petclinic/api/owners,6992,0,1
1538058807800,7027,HTTP Request,200,,Spike 2-16,text,true,,2827,139,2,14,http://10.0.10.10:9966/petclinic/api/owners,7027,0,18
1538058808515,6336,HTTP Request,200,,Spike 2-90,text,true,,2827,139,1,12,http://10.0.10.10:9966/petclinic/api/owners,6336,0,3
1538058876953,9,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,9,0,1
1538058876963,12,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,11,0,2
1538058876975,13,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,12,0,2
1538058876988,7,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,7,0,1
1538058876995,8,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,8,0,2
1538058877003,16,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,13,0,2
1538058877019,9,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,9,0,2
1538058877029,6,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,6,0,1
1538058877035,6,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,6,0,1
1538058877042,23,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,20,0,1
1538058877065,7,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,6,0,2
1538058877072,7,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,6,0,1
1538058877079,8,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,8,0,1
1538058877088,10,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,10,0,1
1538058877098,9,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,8,0,1
1538058877108,7,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,7,0,1
1538058877115,9,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,9,0,1
1538058877125,8,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,7,0,1
1538058877133,6,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,6,0,1
1538058877139,8,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,8,0,3
1538058877147,8,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,7,0,1
1538058877155,7,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,6,0,1
1538058877162,10,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,8,0,1
1538058877172,9,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,9,0,1
1538058877181,10,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,10,0,1
1538058877192,7,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,7,0,1
1538058877199,11,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,10,0,2
1538058877210,8,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,8,0,1
1538058877218,9,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,9,0,1
1538058877227,11,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,9,0,1
1538058877238,11,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,10,0,2
1538058877249,13,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,13,0,1
1538058877263,10,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,9,0,1
1538058877273,8,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,8,0,2
1538058877282,7,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,6,0,1
1538058877289,7,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,7,0,1
1538058877297,9,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,9,0,1
1538058877306,8,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,8,0,2
1538058877314,7,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,6,0,2
1538058877321,9,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,8,0,1
1538058877330,7,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,7,0,1
1538058877337,10,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,10,0,1
1538058877347,8,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,8,0,1
1538058877355,9,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,9,0,2
1538058877364,13,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,13,0,2
1538058877377,9,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,9,0,1
1538058877386,11,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,11,0,2
1538058877398,13,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,7,0,1
1538058877411,14,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,14,0,2
1538058877425,9,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,9,0,2
1538058877434,12,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,12,0,2
1538058877446,9,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,9,0,2
1538058877456,11,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,11,0,1
1538058877467,9,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,7,0,2
1538058877476,10,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,8,0,2
1538058877486,10,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,9,0,2
1538058877496,7,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,7,0,1
1538058877503,11,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,11,0,2
1538058877515,17,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,15,0,0
1538058877532,13,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,13,0,1
1538058877545,15,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,14,0,2
1538058877560,18,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,18,0,1
1538058877579,12,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,12,0,1
1538058877591,8,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,7,0,2
1538058877600,8,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,6,0,1
1538058877608,8,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,8,0,1
1538058877617,7,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,7,0,1
1538058877625,23,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,23,0,7
1538058877648,59,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,58,0,2
1538058877707,12,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,12,0,2
1538058877720,10,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,10,0,2
1538058877730,12,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,12,0,3
1538058877742,8,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,7,0,2
1538058877750,9,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,8,0,2
1538058877759,12,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,12,0,1
1538058877772,7,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,7,0,1
1538058877779,46,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,46,0,2
1538058877825,73,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,73,0,2
1538058877899,8,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,8,0,1
1538058877907,8,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,8,0,2
1538058877915,11,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,11,0,1
1538058877927,6,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,6,0,1
1538058877934,26,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,26,0,1
1538058877960,13,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,13,0,1
1538058877973,6,HTTP Request,200,,Spike 2-101,text,true,,2827,139,1,1,http://10.0.10.10:9966/petclinic/api/owners,6,0,1
